season,league,date,time,round,home,away,ht_score,ft_score
2025-26,Italian Serie A,2025-10-04,15:00,Matchday 6,SS Lazio,Torino FC,2-1,3-3
2025-26,Italian Serie A,2025-11-09,15:00,Matchday 11,Genoa CFC,ACF Fiorentina,1-1,2-2
2025-26,Italian Serie A,2025-11-22,15:00,Matchday 12,Cagliari Calcio,Genoa CFC,2-2,3-3
2025-26,Italian Serie A,2025-11-24,20:45,Matchday 12,US Sassuolo Calcio,AC Pisa 1909,1-1,2-2
2025-26,Italian Serie A,2025-12-14,12:30,Matchday 15,AC Milan,US Sassuolo Calcio,1-1,2-2
2025-26,Italian Serie A,2026-01-11,20:45,Matchday 20,FC Internazionale Milano,SSC Napoli,1-1,2-2
2025-26,Italian Serie A,2026-02-07,18:00,Matchday 24,Genoa CFC,SSC Napoli,1-2,2-3
2025-26,Italian Serie A,2026-02-14,20:45,Matchday 25,FC Internazionale Milano,Juventus FC,1-1,3-2
2025-26,Italian Serie A,2026-02-15,20:45,Matchday 25,SSC Napoli,AS Roma,1-1,2-2
2025-26,Italian Serie A,2026-03-21,18:00,Matchday 30,AC Milan,Torino FC,1-1,3-2
2025-26,Italian Serie A,2026-04-05,20:45,Matchday 31,FC Internazionale Milano,AS Roma,2-1,5-2
2025-26,Italian Serie A,2026-04-12,20:45,Matchday 32,Como 1907,FC Internazionale Milano,2-1,3-4
2025-26,Italian Serie A,2026-05-11,20:45,Matchday 36,SSC Napoli,Bologna FC 1909,1-2,2-3
2025-26,Italian Serie A,2026-05-17,20:45,Matchday 37,US Sassuolo Calcio,US Lecce,1-2,2-3
2025-26,Italian Serie A,2026-05-23,18:00,Matchday 38,Bologna FC 1909,FC Internazionale Milano,2-1,3-3
2026-27,Italian Serie A,2026-09-11,20:45,Matchday 4,Venezia FC,ACF Fiorentina,1-2,2-4
2026-27,Italian Serie A,2026-09-14,20:45,Matchday 4,FC Internazionale Milano,Udinese Calcio,2-2,5-3
